image_id,image_path,editing_type_id,editing_prompt,ssim,lpips,clip_score,psnr,mse,dino_distance
000000000027,0_random_140/000000000027.jpg,0,a [closed] eyes cat sitting on wooden floor,0.3878771662712097,0.49694907665252686,25.032060623168945,11.49744701385498,0.07083619385957718,0.029677817597985268
000000000028,0_random_140/000000000028.jpg,0,[an oil painting of] white flowers on a tree branch with blue sky background,0.6926986575126648,0.4515061676502228,34.70322036743164,12.329895973205566,0.0584803931415081,0.10755470395088196
000000000029,0_random_140/000000000029.jpg,0,a [duck] walking through the grass,0.5193133354187012,0.4231213927268982,29.59435272216797,13.21461296081543,0.04770222678780556,0.056430231779813766
000000000030,0_random_140/000000000030.jpg,0,a [road] in a lush green forest with rocks,0.21232175827026367,0.43007272481918335,31.883426666259766,10.860551834106445,0.0820247232913971,0.05916614830493927
000000000031,0_random_140/000000000031.jpg,0,a [blue] rose in the dark,0.151343435049057,0.5970224738121033,34.534576416015625,9.346113204956055,0.11624884605407715,0.11311252415180206
000000000032,0_random_140/000000000032.jpg,0,a group of [red] flowers hanging from a tree,0.4117729067802429,0.4999888241291046,32.569034576416016,10.263364791870117,0.09411600977182388,0.06613490730524063
000000000033,0_random_140/000000000033.jpg,0,a cartoon of a [girl] walking his dog in autumn,0.72186678647995,0.5759695172309875,38.375465393066406,11.42982006072998,0.0719478651881218,0.2156098186969757
000000000034,0_random_140/000000000034.jpg,0,[a sketch painting of] a mother duck and her babies are standing near the water,0.22895380854606628,0.4578642249107361,35.26456832885742,9.750722885131836,0.10590773820877075,0.04319843277335167
000000000035,0_random_140/000000000035.jpg,0,[painting] - window of the world by jimmy kirk,0.2628824710845947,0.5696817636489868,26.069995880126953,12.589829444885254,0.05508291721343994,0.05207153409719467
000000000036,0_random_140/000000000036.jpg,0,[fire],0.5160781145095825,0.743597686290741,25.682575225830078,9.646167755126953,0.10848838090896606,0.106003038585186
000000000037,0_random_140/000000000037.jpg,0,mountain landscape with withered grass,0.45407652854919434,0.3995111882686615,27.909194946289062,14.295204162597656,0.03719456121325493,0.03211303800344467
000000000038,0_random_140/000000000038.jpg,0,a little girl with [blue] eyes and flowers in a blue dress,0.47775715589523315,0.34259429574012756,35.6922607421875,10.93559455871582,0.08061958104372025,0.02944890595972538
000000000039,0_random_140/000000000039.jpg,0,two ducks in the [sea],0.26304784417152405,0.47230806946754456,31.57111358642578,10.53410816192627,0.08842786401510239,0.031449172645807266
000000000040,0_random_140/000000000040.jpg,0,a cat sitting with beads collar [putting hands down],0.22401063144207,0.6159893274307251,34.48447036743164,5.102957725524902,0.3088191747665405,0.08384029567241669
000000000041,0_random_140/000000000041.jpg,0,[a castle in] the arctic sky,0.14446330070495605,0.6369697451591492,30.86637306213379,7.2267165184021,0.18937747180461884,0.08389737457036972
000000000042,0_random_140/000000000042.jpg,0,a [white] wolf is standing on rocks in a dark forest,0.460290789604187,0.4776565730571747,34.00165557861328,15.924337387084961,0.02556031197309494,0.09144757688045502
000000000043,0_random_140/000000000043.jpg,0,a [small blue] cargo ship in the ocean at sunset,0.636806845664978,0.31364813446998596,30.760461807250977,15.169315338134766,0.030413640663027763,0.03948184847831726
000000000044,0_random_140/000000000044.jpg,0,a cat sitting in the [rocks],0.2127113789319992,0.47978147864341736,33.966888427734375,9.745213508605957,0.10604216903448105,0.04295653477311134
000000000045,0_random_140/000000000045.jpg,0,the christmas illustration of a santa's [angry] face,0.5635616183280945,0.5275271534919739,33.2178840637207,9.281798362731934,0.11798318475484848,0.09676485508680344
000000000046,0_random_140/000000000046.jpg,0,[photo] of clouds in the sky,0.5587376952171326,0.5545019507408142,29.67243194580078,9.008976936340332,0.12563256919384003,0.07836779952049255
000000000047,0_random_140/000000000047.jpg,0,[shiny] car by jill kaufman,0.17562662065029144,0.4680783450603485,29.33264923095703,9.135141372680664,0.12203539162874222,0.019534293562173843
000000000048,0_random_140/000000000048.jpg,0,sunset over a field with clouds and a [dark] sky,0.4785294532775879,0.6651487946510315,30.754867553710938,8.654420852661133,0.13631947338581085,0.07236096262931824
000000000049,0_random_140/000000000049.jpg,0,[blue] chair in a conference room,0.6334654092788696,0.28026553988456726,31.991634368896484,12.705166816711426,0.05363931134343147,0.0361119881272316
